Percentage served,Time in ms
0,71.154
1,138.395
2,165.032
3,174.032
4,184.670
5,191.610
6,197.730
7,205.530
8,206.584
9,207.019
10,207.192
11,207.674
12,208.085
13,208.908
14,209.969
15,210.539
16,210.767
17,210.856
18,210.990
19,211.104
20,211.297
21,211.347
22,211.648
23,211.798
24,212.238
25,212.448
26,212.712
27,212.907
28,213.103
29,213.493
30,213.870
31,214.333
32,214.925
33,215.132
34,215.202
35,215.479
36,216.393
37,217.184
38,217.761
39,218.247
40,218.701
41,219.196
42,220.318
43,221.718
44,222.221
45,222.888
46,228.282
47,229.708
48,230.826
49,231.175
50,231.301
51,231.450
52,231.581
53,231.716
54,231.908
55,232.069
56,232.238
57,232.360
58,232.470
59,232.553
60,232.687
61,232.858
62,232.987
63,233.265
64,233.537
65,233.672
66,233.795
67,233.903
68,234.172
69,234.384
70,234.644
71,235.181
72,235.572
73,236.599
74,237.593
75,237.931
76,238.152
77,238.377
78,238.938
79,239.803
80,397.810
81,457.227
82,572.083
83,610.194
84,719.714
85,818.080
86,835.648
87,844.732
88,861.356
89,872.957
90,888.715
91,914.303
92,920.216
93,923.615
94,926.804
95,1235.099
96,1482.470
97,1554.364
98,1577.880
99,1629.477
100,1970.025
