Percentage served,Time in ms
0,5.521
1,6.632
2,15.775
3,26.349
4,33.863
5,37.919
6,41.764
7,45.531
8,49.248
9,55.980
10,62.348
11,63.062
12,63.116
13,63.175
14,63.199
15,63.237
16,63.281
17,63.309
18,63.358
19,63.421
20,63.456
21,63.479
22,63.536
23,63.606
24,63.633
25,63.653
26,63.685
27,63.737
28,64.254
29,64.775
30,65.425
31,65.527
32,65.597
33,65.693
34,65.763
35,65.801
36,65.818
37,65.875
38,65.946
39,66.014
40,66.098
41,66.143
42,66.187
43,66.207
44,66.226
45,66.247
46,66.276
47,66.310
48,66.349
49,66.379
50,66.406
51,66.439
52,66.479
53,66.526
54,66.582
55,66.622
56,66.739
57,66.841
58,67.080
59,67.105
60,67.128
61,67.165
62,67.182
63,67.201
64,67.217
65,67.258
66,67.288
67,67.354
68,67.418
69,67.484
70,67.504
71,67.529
72,67.591
73,67.652
74,67.676
75,67.705
76,67.754
77,67.809
78,67.838
79,67.871
80,67.919
81,67.937
82,67.953
83,67.970
84,67.998
85,68.012
86,68.032
87,68.086
88,68.186
89,68.331
90,68.504
91,68.555
92,68.652
93,68.700
94,68.754
95,68.800
96,68.815
97,68.840
98,68.878
99,280.179
100,284.174
