Percentage served,Time in ms
0,26.866
1,40.095
2,42.247
3,42.634
4,56.001
5,56.496
6,56.748
7,57.115
8,63.050
9,63.231
10,65.300
11,67.551
12,68.198
13,68.795
14,69.350
15,69.844
16,73.469
17,74.275
18,75.933
19,76.287
20,76.850
21,77.345
22,77.661
23,77.987
24,78.463
25,78.826
26,79.102
27,79.321
28,79.799
29,80.393
30,81.028
31,81.518
32,81.941
33,82.262
34,82.572
35,83.077
36,83.614
37,84.025
38,84.338
39,84.634
40,85.159
41,85.631
42,86.127
43,86.697
44,87.222
45,88.032
46,88.384
47,88.804
48,89.161
49,89.427
50,89.617
51,90.121
52,90.644
53,91.048
54,91.999
55,92.673
56,92.957
57,93.697
58,101.437
59,102.844
60,104.450
61,104.934
62,105.422
63,106.186
64,106.753
65,107.043
66,107.360
67,107.596
68,108.111
69,108.818
70,109.569
71,110.204
72,110.758
73,111.037
74,111.429
75,117.481
76,120.186
77,120.982
78,124.270
79,126.104
80,126.555
81,127.138
82,282.697
83,318.384
84,321.692
85,330.793
86,333.944
87,336.482
88,338.020
89,339.388
90,346.904
91,349.658
92,351.127
93,351.995
94,352.776
95,353.561
96,354.374
97,355.196
98,356.502
99,358.066
100,364.982
