Percentage served,Time in ms
0,218.123
1,270.519
2,322.352
3,376.152
4,430.451
5,478.347
6,486.749
7,488.923
8,492.174
9,493.043
10,494.379
11,494.953
12,495.356
13,495.721
14,496.039
15,496.699
16,497.025
17,497.328
18,497.590
19,497.751
20,497.921
21,498.121
22,498.306
23,498.548
24,498.682
25,498.882
26,499.030
27,499.299
28,499.687
29,499.985
30,500.423
31,500.818
32,501.068
33,501.509
34,501.933
35,502.403
36,502.974
37,503.626
38,503.991
39,504.499
40,505.117
41,505.938
42,506.633
43,507.280
44,507.763
45,508.771
46,510.016
47,510.954
48,511.898
49,512.673
50,512.978
51,513.262
52,513.964
53,514.279
54,514.587
55,514.746
56,514.989
57,515.187
58,515.431
59,515.874
60,516.418
61,516.870
62,517.523
63,517.891
64,518.165
65,518.771
66,519.291
67,519.829
68,520.185
69,520.500
70,520.884
71,521.400
72,521.894
73,522.211
74,522.819
75,523.033
76,523.233
77,523.592
78,524.010
79,524.576
80,530.896
81,535.107
82,540.695
83,541.996
84,543.827
85,545.885
86,547.462
87,692.144
88,906.390
89,1169.370
90,1200.373
91,1210.287
92,1220.936
93,1289.422
94,1517.573
95,1537.930
96,1840.534
97,2545.422
98,3276.300
99,4622.062
100,9370.224
