Percentage served,Time in ms
0,172.883
1,193.595
2,214.283
3,235.215
4,256.177
5,276.838
6,297.362
7,318.679
8,339.997
9,361.295
10,372.377
11,373.717
12,374.777
13,376.886
14,377.444
15,377.643
16,377.787
17,378.009
18,378.374
19,378.455
20,378.648
21,378.844
22,379.065
23,379.200
24,379.470
25,379.678
26,380.381
27,380.764
28,381.005
29,381.329
30,381.677
31,382.157
32,382.765
33,383.062
34,383.518
35,384.572
36,385.647
37,385.951
38,386.459
39,387.417
40,388.253
41,389.041
42,389.305
43,389.716
44,390.193
45,390.786
46,391.633
47,392.225
48,392.692
49,392.998
50,393.356
51,393.861
52,394.300
53,394.837
54,394.991
55,395.234
56,395.427
57,395.889
58,396.277
59,396.640
60,397.446
61,398.119
62,399.413
63,407.979
64,409.984
65,411.321
66,412.012
67,413.335
68,414.899
69,416.140
70,419.187
71,421.698
72,425.507
73,425.844
74,427.464
75,427.559
76,427.675
77,428.977
78,431.130
79,432.121
80,432.927
81,433.267
82,433.665
83,434.394
84,434.960
85,435.917
86,505.321
87,563.044
88,618.107
89,711.244
90,789.443
91,865.494
92,1013.993
93,1042.771
94,1078.713
95,1103.937
96,1129.836
97,1396.772
98,1439.479
99,2131.810
100,3161.206
