Percentage served,Time in ms
0,148.112
1,189.990
2,218.175
3,248.355
4,279.563
5,295.183
6,296.327
7,296.718
8,296.916
9,297.121
10,297.361
11,297.537
12,297.760
13,297.918
14,298.238
15,298.567
16,299.051
17,299.417
18,299.644
19,299.773
20,299.880
21,300.000
22,300.195
23,300.394
24,300.505
25,300.731
26,301.057
27,301.440
28,301.674
29,301.975
30,302.219
31,302.336
32,302.428
33,302.521
34,302.655
35,303.217
36,303.519
37,304.036
38,304.228
39,304.627
40,304.893
41,305.317
42,305.679
43,306.153
44,306.420
45,306.577
46,306.901
47,307.284
48,307.577
49,307.938
50,308.296
51,308.691
52,309.073
53,309.587
54,310.026
55,310.923
56,311.648
57,313.032
58,315.517
59,316.729
60,318.169
61,318.683
62,319.025
63,319.267
64,319.528
65,319.937
66,320.134
67,320.295
68,320.493
69,320.834
70,321.109
71,321.437
72,321.970
73,322.229
74,322.495
75,322.697
76,323.397
77,324.408
78,325.140
79,325.481
80,326.275
81,327.142
82,327.827
83,328.803
84,330.284
85,331.687
86,332.301
87,333.297
88,334.549
89,751.550
90,783.822
91,815.639
92,892.916
93,940.268
94,993.553
95,1023.773
96,1314.863
97,1330.643
98,1629.413
99,2312.041
100,4316.328
