Percentage served,Time in ms
0,193.777
1,236.546
2,254.637
3,272.463
4,290.393
5,308.342
6,328.520
7,337.814
8,342.103
9,343.456
10,343.869
11,344.581
12,345.091
13,345.506
14,345.720
15,345.916
16,346.129
17,346.528
18,347.199
19,347.701
20,348.162
21,348.702
22,349.146
23,349.711
24,350.153
25,351.321
26,352.118
27,352.743
28,353.171
29,353.709
30,354.279
31,355.143
32,356.993
33,358.262
34,360.561
35,361.597
36,364.060
37,365.513
38,366.648
39,368.336
40,369.639
41,370.432
42,371.701
43,372.120
44,372.656
45,373.054
46,373.409
47,373.661
48,373.864
49,374.078
50,374.214
51,374.321
52,374.443
53,374.541
54,374.646
55,374.886
56,375.044
57,375.197
58,375.539
59,375.986
60,376.428
61,377.335
62,379.402
63,380.287
64,382.390
65,382.875
66,384.187
67,385.020
68,385.685
69,386.098
70,386.661
71,388.630
72,390.158
73,391.468
74,392.116
75,392.891
76,394.563
77,468.750
78,597.615
79,720.250
80,889.784
81,920.133
82,934.520
83,949.622
84,960.682
85,979.118
86,1007.441
87,1038.415
88,1056.848
89,1064.567
90,1074.452
91,1083.508
92,1308.356
93,1371.120
94,1380.042
95,1474.697
96,1625.158
97,1697.203
98,1771.401
99,2094.123
100,3455.027
