Percentage served,Time in ms
0,5.508
1,5.759
2,12.749
3,21.134
4,30.070
5,41.518
6,54.152
7,58.525
8,61.080
9,63.837
10,66.625
11,69.540
12,72.192
13,75.005
14,77.906
15,80.701
16,83.697
17,85.976
18,86.922
19,87.777
20,88.586
21,89.186
22,89.878
23,90.782
24,91.411
25,91.968
26,92.745
27,93.558
28,94.850
29,95.790
30,96.693
31,97.519
32,98.372
33,98.975
34,99.068
35,99.262
36,99.472
37,99.755
38,100.350
39,100.927
40,100.974
41,101.095
42,101.197
43,101.288
44,101.382
45,101.466
46,101.517
47,101.575
48,101.613
49,101.666
50,101.744
51,101.857
52,101.914
53,101.942
54,101.973
55,101.990
56,102.031
57,102.062
58,102.097
59,102.159
60,102.200
61,102.251
62,102.328
63,102.364
64,102.448
65,102.638
66,102.703
67,102.833
68,102.894
69,103.150
70,103.335
71,103.789
72,104.050
73,104.253
74,104.334
75,104.424
76,104.769
77,104.885
78,104.927
79,105.029
80,105.076
81,105.111
82,105.151
83,105.208
84,105.373
85,105.418
86,105.586
87,105.668
88,105.744
89,105.784
90,105.941
91,106.022
92,106.186
93,265.989
94,268.909
95,334.326
96,359.237
97,478.779
98,479.784
99,484.811
100,489.433
