Percentage served,Time in ms
0,20.840
1,27.099
2,34.144
3,41.822
4,50.671
5,55.130
6,57.133
7,59.162
8,61.293
9,63.410
10,65.491
11,67.634
12,70.187
13,73.024
14,75.954
15,78.775
16,79.846
17,80.781
18,81.743
19,83.017
20,84.046
21,85.035
22,85.986
23,87.211
24,88.257
25,89.186
26,90.208
27,91.221
28,92.212
29,93.115
30,93.885
31,93.935
32,94.132
33,94.665
34,94.689
35,94.754
36,94.863
37,95.104
38,95.434
39,96.262
40,96.391
41,96.522
42,96.617
43,96.778
44,97.009
45,97.041
46,97.055
47,97.069
48,97.109
49,97.198
50,97.581
51,98.060
52,98.190
53,98.431
54,98.567
55,98.658
56,98.756
57,98.789
58,99.179
59,100.029
60,100.084
61,100.129
62,100.162
63,100.207
64,100.253
65,100.303
66,100.340
67,100.373
68,100.458
69,100.561
70,100.690
71,100.788
72,100.802
73,100.838
74,100.868
75,100.879
76,100.926
77,100.973
78,101.021
79,101.045
80,101.136
81,101.325
82,101.478
83,101.675
84,101.859
85,102.000
86,102.078
87,102.146
88,102.179
89,102.239
90,102.353
91,102.366
92,102.376
93,102.500
94,102.791
95,267.081
96,275.411
97,283.695
98,298.346
99,331.426
100,357.898
