Percentage served,Time in ms
0,100.311
1,105.642
2,111.054
3,116.627
4,121.808
5,127.188
6,132.694
7,138.514
8,143.982
9,149.404
10,154.996
11,160.485
12,166.011
13,171.698
14,177.487
15,183.381
16,189.332
17,195.129
18,200.835
19,204.379
20,205.505
21,206.778
22,208.883
23,210.157
24,210.707
25,210.836
26,211.075
27,211.199
28,211.317
29,211.551
30,211.840
31,212.692
32,213.995
33,214.939
34,215.335
35,215.609
36,215.789
37,215.972
38,216.339
39,216.617
40,216.886
41,217.077
42,217.217
43,217.303
44,217.425
45,217.632
46,217.752
47,218.952
48,219.470
49,219.792
50,219.972
51,220.203
52,220.572
53,220.668
54,220.839
55,221.032
56,221.672
57,222.103
58,222.258
59,222.363
60,222.456
61,222.516
62,222.656
63,222.767
64,222.935
65,228.387
66,228.832
67,228.999
68,229.401
69,229.885
70,230.318
71,230.543
72,230.911
73,230.991
74,231.247
75,231.392
76,231.670
77,232.103
78,232.275
79,232.598
80,233.140
81,356.252
82,378.052
83,398.757
84,419.972
85,442.548
86,456.532
87,475.808
88,492.622
89,508.772
90,561.484
91,577.813
92,588.014
93,604.895
94,652.294
95,673.449
96,707.434
97,802.333
98,831.357
99,861.373
100,1045.380
