Percentage served,Time in ms
0,143.987
1,153.903
2,163.534
3,173.249
4,182.872
5,193.079
6,202.559
7,211.813
8,221.540
9,231.239
10,241.174
11,253.420
12,263.014
13,272.890
14,282.593
15,292.426
16,302.367
17,312.509
18,322.594
19,332.649
20,371.357
21,374.838
22,375.979
23,376.457
24,376.879
25,377.282
26,378.649
27,378.955
28,379.623
29,380.807
30,382.090
31,382.526
32,383.876
33,388.963
34,391.611
35,391.982
36,392.165
37,392.344
38,392.599
39,392.799
40,393.112
41,393.292
42,393.428
43,393.663
44,393.864
45,394.048
46,394.276
47,394.452
48,394.734
49,395.230
50,395.602
51,396.103
52,396.549
53,397.036
54,398.173
55,398.463
56,398.835
57,399.434
58,401.431
59,402.237
60,402.865
61,403.286
62,403.353
63,403.483
64,403.903
65,403.967
66,404.037
67,404.185
68,404.314
69,404.601
70,404.888
71,405.076
72,405.307
73,405.587
74,405.831
75,406.005
76,406.342
77,406.551
78,406.765
79,407.158
80,408.890
81,489.320
82,507.920
83,547.019
84,563.429
85,593.176
86,616.013
87,647.389
88,676.743
89,708.511
90,756.524
91,814.833
92,958.475
93,997.411
94,1011.707
95,1027.520
96,1055.337
97,1095.651
98,1102.959
99,1346.154
100,1726.282
