Percentage served,Time in ms
0,212.727
1,224.005
2,236.390
3,247.770
4,259.050
5,270.499
6,282.256
7,293.668
8,306.596
9,317.234
10,328.538
11,340.073
12,351.514
13,363.047
14,374.648
15,388.364
16,400.097
17,411.826
18,424.938
19,436.488
20,445.486
21,447.536
22,448.792
23,453.163
24,458.310
25,460.536
26,462.768
27,463.466
28,463.705
29,463.892
30,464.085
31,464.225
32,464.442
33,464.571
34,464.796
35,464.954
36,465.277
37,465.448
38,465.915
39,466.234
40,466.792
41,467.292
42,467.915
43,468.506
44,469.026
45,469.385
46,469.838
47,470.196
48,470.690
49,471.049
50,471.391
51,471.784
52,472.207
53,472.455
54,472.863
55,473.270
56,473.663
57,474.391
58,474.725
59,475.104
60,475.281
61,476.074
62,476.639
63,476.744
64,476.893
65,476.977
66,477.061
67,477.191
68,477.478
69,477.862
70,478.188
71,478.351
72,478.625
73,478.780
74,478.879
75,479.338
76,538.396
77,639.393
78,676.840
79,797.725
80,948.463
81,968.825
82,982.507
83,1011.658
84,1022.839
85,1043.645
86,1063.662
87,1085.979
88,1114.506
89,1128.497
90,1137.948
91,1151.026
92,1167.502
93,1181.418
94,1186.990
95,1402.880
96,1478.132
97,1565.625
98,1677.557
99,1752.476
100,1889.468
