Percentage served,Time in ms
0,44.308
1,53.916
2,54.810
3,55.425
4,56.233
5,56.661
6,57.661
7,58.218
8,59.203
9,63.260
10,64.370
11,64.992
12,65.335
13,65.582
14,66.329
15,71.307
16,71.923
17,73.795
18,75.207
19,75.439
20,75.655
21,75.829
22,76.036
23,80.876
24,82.770
25,84.110
26,94.535
27,99.545
28,102.113
29,102.551
30,103.040
31,103.339
32,104.266
33,105.236
34,107.707
35,110.252
36,111.132
37,111.991
38,112.372
39,112.691
40,112.778
41,112.855
42,114.926
43,114.986
44,116.802
45,117.869
46,119.158
47,120.351
48,121.430
49,124.426
50,125.317
51,126.329
52,127.315
53,127.811
54,128.376
55,129.824
56,130.596
57,134.687
58,136.454
59,137.085
60,137.679
61,138.235
62,138.697
63,139.201
64,139.823
65,140.576
66,141.580
67,142.596
68,145.838
69,153.479
70,153.999
71,154.573
72,155.273
73,155.887
74,156.593
75,157.076
76,157.338
77,157.723
78,158.276
79,158.919
80,159.661
81,160.599
82,161.071
83,161.762
84,162.646
85,163.517
86,164.379
87,165.303
88,166.291
89,167.091
90,167.989
91,178.218
92,179.203
93,180.062
94,181.125
95,183.994
96,203.711
97,203.780
98,203.812
99,203.860
100,203.915
