Percentage served,Time in ms
0,9.961
1,15.994
2,20.809
3,26.392
4,32.598
5,39.430
6,46.753
7,57.007
8,62.385
9,64.855
10,68.333
11,71.896
12,75.210
13,78.653
14,82.047
15,85.589
16,89.056
17,92.651
18,96.093
19,99.294
20,100.278
21,101.508
22,103.560
23,104.712
24,105.156
25,105.396
26,105.523
27,105.856
28,106.296
29,107.115
30,108.454
31,109.826
32,110.929
33,111.595
34,111.700
35,111.827
36,111.995
37,112.193
38,113.044
39,114.587
40,115.074
41,116.282
42,116.557
43,116.782
44,117.090
45,117.258
46,117.438
47,117.623
48,117.878
49,118.041
50,118.796
51,119.058
52,119.191
53,119.383
54,119.425
55,119.575
56,119.698
57,119.847
58,119.928
59,120.039
60,120.060
61,120.117
62,120.262
63,120.423
64,120.878
65,121.136
66,121.929
67,122.157
68,122.458
69,122.581
70,122.655
71,122.749
72,122.815
73,122.909
74,123.144
75,123.341
76,123.803
77,124.106
78,124.185
79,124.390
80,124.556
81,124.773
82,125.064
83,125.137
84,125.180
85,125.362
86,125.627
87,125.727
88,125.853
89,125.884
90,125.945
91,281.416
92,283.083
93,292.630
94,302.090
95,315.901
96,333.692
97,369.897
98,551.871
99,557.915
100,563.840
