Percentage served,Time in ms
0,13.533
1,18.668
2,26.079
3,35.997
4,46.486
5,59.345
6,77.605
7,116.617
8,122.533
9,129.968
10,136.692
11,144.534
12,150.540
13,158.081
14,164.070
15,169.516
16,172.375
17,174.462
18,175.707
19,177.344
20,178.452
21,179.590
22,180.166
23,180.433
24,180.510
25,180.604
26,180.637
27,180.846
28,181.201
29,181.395
30,181.508
31,181.747
32,181.929
33,182.051
34,182.195
35,182.381
36,182.624
37,182.829
38,182.926
39,182.982
40,183.163
41,183.457
42,183.576
43,183.734
44,183.899
45,184.000
46,184.164
47,184.355
48,184.393
49,184.427
50,184.499
51,184.571
52,184.610
53,184.641
54,184.681
55,184.734
56,184.758
57,184.807
58,184.924
59,184.996
60,185.258
61,185.987
62,189.948
63,191.735
64,192.947
65,193.823
66,194.887
67,195.770
68,197.577
69,199.166
70,199.971
71,201.971
72,203.922
73,205.637
74,207.247
75,208.349
76,209.348
77,210.668
78,211.452
79,216.672
80,227.504
81,235.590
82,239.124
83,325.293
84,329.991
85,339.983
86,353.344
87,372.899
88,396.807
89,446.152
90,490.853
91,536.658
92,557.270
93,583.820
94,627.036
95,707.016
96,813.498
97,826.382
98,849.948
99,860.012
100,888.654
