Percentage served,Time in ms
0,5.479
1,5.496
2,5.522
3,7.042
4,10.878
5,15.262
6,20.658
7,26.915
8,33.368
9,41.431
10,44.526
11,46.719
12,49.099
13,51.397
14,54.225
15,56.412
16,58.753
17,61.092
18,63.183
19,63.967
20,64.933
21,65.941
22,66.943
23,67.819
24,68.986
25,69.893
26,70.898
27,71.824
28,73.038
29,74.001
30,75.465
31,76.407
32,77.259
33,78.124
34,79.208
35,81.123
36,81.269
37,81.297
38,81.309
39,81.333
40,81.368
41,81.415
42,81.445
43,81.475
44,81.492
45,81.594
46,81.686
47,81.734
48,81.786
49,81.814
50,81.851
51,81.900
52,82.109
53,83.156
54,83.427
55,83.605
56,83.844
57,84.254
58,84.745
59,84.842
60,85.009
61,85.170
62,85.287
63,85.335
64,85.396
65,85.434
66,85.456
67,85.477
68,85.497
69,85.509
70,85.526
71,85.546
72,85.572
73,85.621
74,85.659
75,85.677
76,85.704
77,85.730
78,85.776
79,85.809
80,85.846
81,86.566
82,86.846
83,87.520
84,87.605
85,87.681
86,87.769
87,88.439
88,88.777
89,88.855
90,88.917
91,88.953
92,88.992
93,89.058
94,89.084
95,89.142
96,260.199
97,261.707
98,271.023
99,279.851
100,308.810
