Percentage served,Time in ms
0,73.845
1,101.792
2,105.908
3,109.978
4,114.081
5,118.376
6,122.753
7,126.894
8,131.011
9,135.161
10,139.306
11,143.583
12,147.684
13,151.847
14,156.238
15,160.581
16,164.999
17,167.648
18,170.182
19,171.779
20,172.733
21,173.080
22,174.298
23,174.528
24,175.263
25,176.053
26,176.829
27,178.419
28,179.206
29,180.409
30,180.990
31,181.184
32,181.211
33,181.264
34,181.380
35,181.440
36,181.531
37,181.619
38,181.783
39,181.853
40,182.078
41,182.115
42,182.206
43,182.272
44,182.319
45,182.631
46,183.555
47,185.236
48,185.327
49,185.428
50,185.613
51,185.703
52,185.764
53,185.800
54,185.838
55,185.975
56,186.057
57,186.221
58,186.461
59,186.723
60,186.868
61,187.257
62,187.365
63,187.443
64,187.673
65,191.002
66,191.148
67,191.229
68,191.377
69,191.621
70,191.789
71,191.901
72,192.028
73,192.180
74,192.203
75,192.222
76,192.289
77,192.436
78,192.461
79,192.491
80,192.588
81,198.053
82,321.125
83,331.302
84,347.397
85,373.676
86,384.926
87,456.728
88,488.039
89,500.405
90,534.795
91,589.949
92,637.620
93,800.843
94,806.200
95,815.122
96,831.373
97,842.887
98,849.819
99,855.588
100,866.755
