Percentage served,Time in ms
0,108.888
1,152.747
2,177.627
3,201.748
4,226.015
5,244.420
6,246.433
7,246.912
8,247.760
9,247.981
10,248.114
11,248.241
12,248.503
13,249.058
14,249.667
15,249.827
16,250.016
17,250.138
18,250.344
19,250.470
20,250.611
21,250.701
22,250.766
23,250.852
24,250.917
25,251.008
26,251.228
27,251.487
28,251.896
29,252.035
30,252.183
31,252.347
32,252.518
33,252.625
34,252.811
35,253.066
36,253.374
37,253.574
38,254.438
39,255.246
40,257.131
41,257.239
42,257.341
43,257.478
44,257.773
45,257.959
46,258.248
47,258.462
48,258.852
49,259.121
50,259.343
51,259.451
52,259.577
53,259.766
54,259.966
55,260.193
56,260.391
57,260.509
58,260.654
59,260.798
60,261.031
61,261.364
62,261.660
63,261.844
64,262.033
65,262.161
66,262.346
67,262.484
68,262.614
69,262.839
70,263.151
71,263.450
72,263.921
73,264.712
74,265.283
75,265.691
76,266.110
77,266.559
78,266.761
79,267.204
80,267.316
81,267.611
82,267.885
83,268.365
84,268.871
85,269.788
86,288.090
87,293.490
88,293.824
89,295.195
90,543.632
91,653.174
92,675.136
93,840.764
94,933.356
95,956.414
96,976.050
97,1275.460
98,1581.461
99,1976.653
100,4050.590
