Percentage served,Time in ms
0,108.065
1,112.700
2,117.527
3,122.346
4,127.631
5,132.655
6,137.441
7,142.281
8,147.106
9,151.857
10,156.663
11,161.575
12,166.428
13,171.539
14,176.501
15,181.520
16,186.366
17,191.390
18,194.515
19,196.028
20,198.267
21,199.281
22,200.846
23,201.817
24,203.143
25,205.556
26,206.577
27,207.198
28,207.442
29,207.630
30,207.829
31,207.928
32,208.056
33,208.285
34,208.442
35,208.640
36,208.712
37,208.785
38,208.830
39,208.882
40,208.931
41,208.988
42,209.041
43,209.064
44,209.106
45,209.169
46,209.257
47,209.366
48,209.463
49,209.791
50,209.994
51,210.418
52,210.619
53,212.566
54,212.695
55,212.793
56,212.896
57,213.197
58,213.327
59,213.354
60,213.431
61,213.505
62,213.539
63,213.594
64,213.745
65,214.410
66,214.630
67,214.824
68,215.052
69,215.112
70,215.204
71,215.529
72,217.338
73,217.603
74,217.969
75,218.266
76,218.560
77,218.775
78,218.986
79,219.143
80,219.558
81,219.725
82,219.761
83,219.811
84,219.940
85,219.987
86,220.039
87,220.147
88,220.355
89,381.324
90,394.216
91,477.895
92,574.199
93,634.644
94,711.410
95,834.290
96,854.662
97,865.536
98,876.732
99,890.587
100,898.194
