Percentage served,Time in ms
0,5.032
1,7.733
2,20.585
3,35.065
4,49.012
5,52.465
6,56.065
7,60.033
8,64.397
9,68.739
10,69.222
11,70.587
12,71.430
13,72.185
14,72.266
15,72.361
16,72.578
17,72.668
18,72.690
19,72.772
20,72.924
21,73.017
22,73.037
23,73.052
24,73.070
25,73.113
26,73.169
27,73.278
28,73.448
29,73.479
30,73.615
31,73.713
32,73.787
33,73.871
34,73.903
35,73.941
36,73.983
37,74.014
38,74.031
39,74.063
40,74.084
41,74.118
42,74.153
43,74.178
44,74.233
45,74.299
46,74.460
47,74.587
48,74.622
49,74.658
50,74.681
51,74.698
52,74.722
53,74.741
54,74.757
55,74.790
56,74.912
57,74.927
58,74.971
59,75.067
60,75.121
61,75.140
62,75.157
63,75.182
64,75.208
65,75.233
66,75.266
67,75.332
68,75.382
69,75.445
70,75.882
71,76.067
72,76.262
73,76.434
74,76.632
75,76.665
76,76.686
77,76.793
78,77.133
79,78.124
80,78.373
81,78.404
82,78.516
83,78.538
84,78.626
85,80.351
86,80.886
87,81.208
88,81.657
89,81.828
90,81.923
91,82.144
92,82.260
93,82.454
94,84.794
95,257.755
96,306.115
97,496.069
98,532.658
99,742.804
100,747.959
