Percentage served,Time in ms
0,24.243
1,59.807
2,68.471
3,77.893
4,87.200
5,88.627
6,89.138
7,89.232
8,89.310
9,89.406
10,89.555
11,89.669
12,89.781
13,89.900
14,90.041
15,90.135
16,90.228
17,90.304
18,90.474
19,90.533
20,90.605
21,90.722
22,91.153
23,91.341
24,91.421
25,91.489
26,91.578
27,91.701
28,91.793
29,91.842
30,91.905
31,91.999
32,92.084
33,92.141
34,92.218
35,92.342
36,92.431
37,92.582
38,92.711
39,92.905
40,92.994
41,93.130
42,93.339
43,93.584
44,93.825
45,93.986
46,94.086
47,95.145
48,95.436
49,95.780
50,96.140
51,96.601
52,97.484
53,98.913
54,99.135
55,99.252
56,99.364
57,99.562
58,99.919
59,99.964
60,100.005
61,100.211
62,100.283
63,100.344
64,100.431
65,100.544
66,100.623
67,100.768
68,100.911
69,101.015
70,101.139
71,101.308
72,101.388
73,101.471
74,101.544
75,101.652
76,101.839
77,101.985
78,102.138
79,102.250
80,102.351
81,102.520
82,102.591
83,102.669
84,102.753
85,102.843
86,102.939
87,103.050
88,103.189
89,103.338
90,103.733
91,104.449
92,264.458
93,334.583
94,350.409
95,358.596
96,526.329
97,612.718
98,780.660
99,1029.473
100,1495.087
