Percentage served,Time in ms
0,73.659
1,98.712
2,116.820
3,122.935
4,127.921
5,132.788
6,137.432
7,141.925
8,146.402
9,150.665
10,155.139
11,159.725
12,164.361
13,168.944
14,173.633
15,178.497
16,183.921
17,189.930
18,195.896
19,198.820
20,199.731
21,200.620
22,201.705
23,203.428
24,205.248
25,206.455
26,207.581
27,209.659
28,211.966
29,212.550
30,213.366
31,213.690
32,214.134
33,214.543
34,214.877
35,214.941
36,215.296
37,215.520
38,215.694
39,216.037
40,216.521
41,216.621
42,216.737
43,216.791
44,216.881
45,216.942
46,216.993
47,217.067
48,217.130
49,217.283
50,217.428
51,217.626
52,219.066
53,219.781
54,220.277
55,220.393
56,221.059
57,221.392
58,221.603
59,221.778
60,222.081
61,222.367
62,222.779
63,223.125
64,223.457
65,223.705
66,223.939
67,224.718
68,225.042
69,225.153
70,225.369
71,225.855
72,226.625
73,227.719
74,228.717
75,229.630
76,229.963
77,230.085
78,230.654
79,230.729
80,230.789
81,231.019
82,335.442
83,345.207
84,359.297
85,382.603
86,406.243
87,534.607
88,552.555
89,568.708
90,595.856
91,631.888
92,739.418
93,835.150
94,844.752
95,851.167
96,864.684
97,870.152
98,878.441
99,889.322
100,1019.552
