Percentage served,Time in ms
0,4.927
1,4.952
2,6.946
3,12.391
4,18.333
5,25.214
6,33.200
7,41.699
8,46.573
9,48.954
10,51.695
11,54.270
12,56.812
13,59.320
14,61.971
15,64.294
16,66.623
17,68.296
18,69.244
19,69.948
20,70.739
21,71.535
22,72.247
23,73.027
24,73.868
25,74.545
26,75.404
27,76.811
28,78.032
29,78.814
30,79.746
31,80.762
32,81.641
33,82.504
34,83.376
35,83.739
36,84.367
37,84.400
38,84.457
39,85.176
40,87.217
41,87.669
42,89.023
43,89.501
44,89.688
45,90.146
46,90.768
47,91.008
48,92.372
49,93.112
50,93.179
51,93.245
52,93.277
53,93.361
54,93.411
55,93.442
56,93.507
57,93.539
58,93.567
59,93.614
60,93.644
61,93.665
62,93.688
63,93.706
64,93.715
65,93.727
66,93.740
67,93.757
68,93.789
69,93.810
70,93.836
71,93.865
72,93.911
73,93.942
74,93.996
75,94.040
76,94.083
77,94.102
78,94.147
79,94.196
80,94.274
81,94.318
82,94.464
83,94.598
84,94.792
85,95.018
86,95.282
87,95.447
88,95.680
89,95.749
90,95.812
91,95.860
92,95.940
93,96.064
94,96.266
95,96.369
96,302.058
97,303.521
98,445.359
99,446.267
100,451.862
