Percentage served,Time in ms
0,24.573
1,63.425
2,64.302
3,66.333
4,82.460
5,83.069
6,86.600
7,87.263
8,87.971
9,88.849
10,89.806
11,90.849
12,91.863
13,92.466
14,97.746
15,102.398
16,104.161
17,104.242
18,104.366
19,104.417
20,104.505
21,105.330
22,106.637
23,107.041
24,107.464
25,107.907
26,108.658
27,110.913
28,111.823
29,111.971
30,112.307
31,112.385
32,114.084
33,115.100
34,115.557
35,115.794
36,118.931
37,119.045
38,119.197
39,119.381
40,121.896
41,122.737
42,123.555
43,124.391
44,124.799
45,125.229
46,125.367
47,125.698
48,128.450
49,129.105
50,130.922
51,131.035
52,131.070
53,131.335
54,134.621
55,138.642
56,139.079
57,139.906
58,140.688
59,141.536
60,142.427
61,142.959
62,143.053
63,143.263
64,143.417
65,143.503
66,143.980
67,144.476
68,144.966
69,150.524
70,156.426
71,156.969
72,157.731
73,158.044
74,158.416
75,159.263
76,160.273
77,161.171
78,162.051
79,162.468
80,162.978
81,163.910
82,164.733
83,165.463
84,167.035
85,167.141
86,167.306
87,167.420
88,167.674
89,167.815
90,168.129
91,181.480
92,190.482
93,190.787
94,202.340
95,203.395
96,231.940
97,238.901
98,414.117
99,416.120
100,418.000
