Percentage served,Time in ms
0,5.443
1,5.454
2,5.481
3,5.487
4,6.710
5,9.759
6,13.184
7,17.578
8,22.117
9,27.453
10,33.282
11,36.705
12,38.280
13,39.831
14,41.496
15,42.982
16,45.035
17,46.708
18,48.331
19,50.171
20,52.216
21,54.114
22,56.190
23,58.275
24,60.310
25,61.971
26,62.978
27,63.847
28,64.697
29,65.521
30,66.432
31,66.902
32,67.322
33,67.528
34,67.781
35,67.957
36,68.129
37,68.350
38,68.446
39,68.538
40,68.647
41,68.877
42,68.958
43,69.009
44,69.087
45,69.133
46,69.170
47,69.216
48,69.271
49,69.290
50,69.332
51,69.344
52,69.367
53,69.386
54,69.410
55,69.428
56,69.444
57,69.469
58,69.509
59,69.554
60,69.611
61,69.656
62,69.675
63,69.692
64,69.721
65,69.744
66,69.768
67,69.802
68,69.875
69,69.917
70,70.010
71,70.053
72,70.088
73,70.108
74,70.122
75,70.142
76,70.180
77,70.333
78,70.570
79,70.689
80,71.651
81,71.893
82,72.077
83,72.163
84,72.319
85,72.473
86,72.523
87,72.631
88,72.681
89,72.694
90,72.724
91,72.778
92,73.263
93,73.363
94,73.658
95,73.961
96,256.078
97,257.242
98,265.239
99,279.823
100,294.252
