Percentage served,Time in ms
0,101.826
1,158.226
2,172.623
3,187.347
4,202.067
5,217.173
6,232.369
7,247.670
8,258.457
9,265.569
10,266.853
11,267.390
12,268.401
13,269.268
14,271.650
15,272.083
16,272.336
17,272.722
18,273.086
19,273.349
20,273.496
21,273.763
22,273.899
23,274.171
24,274.330
25,274.511
26,274.611
27,274.824
28,276.053
29,276.911
30,278.955
31,280.827
32,283.756
33,288.610
34,291.693
35,293.952
36,295.765
37,296.450
38,298.525
39,300.006
40,302.403
41,307.178
42,309.871
43,310.406
44,310.977
45,311.636
46,312.150
47,312.625
48,313.020
49,313.203
50,313.496
51,314.129
52,315.045
53,315.793
54,316.974
55,317.424
56,318.163
57,318.732
58,319.022
59,319.262
60,319.380
61,319.563
62,319.697
63,319.837
64,320.834
65,321.846
66,322.467
67,323.542
68,323.976
69,324.533
70,324.890
71,325.347
72,325.663
73,326.114
74,326.308
75,326.410
76,326.491
77,326.583
78,326.951
79,328.344
80,328.681
81,329.902
82,331.111
83,331.678
84,412.748
85,515.676
86,731.235
87,797.231
88,820.117
89,842.441
90,884.543
91,904.377
92,925.708
93,955.525
94,987.328
95,1027.505
96,1123.891
97,1301.666
98,1592.718
99,1676.200
100,2404.209
