Percentage served,Time in ms
0,22.701
1,30.665
2,39.086
3,48.717
4,59.299
5,71.896
6,77.764
7,80.399
8,82.964
9,85.696
10,88.707
11,94.149
12,100.072
13,104.115
14,107.684
15,111.785
16,115.983
17,120.104
18,124.871
19,127.614
20,129.507
21,131.088
22,132.485
23,133.603
24,135.083
25,135.952
26,137.532
27,138.806
28,139.065
29,139.708
30,140.417
31,141.222
32,142.465
33,143.202
34,143.389
35,144.241
36,144.572
37,144.854
38,144.987
39,145.098
40,145.571
41,146.167
42,146.687
43,147.039
44,147.144
45,147.577
46,148.102
47,148.323
48,148.594
49,148.680
50,148.922
51,149.030
52,149.250
53,149.381
54,149.685
55,150.068
56,150.183
57,150.395
58,150.940
59,151.215
60,151.281
61,151.492
62,152.120
63,153.142
64,153.894
65,155.525
66,156.187
67,157.156
68,157.822
69,158.708
70,159.912
71,160.701
72,161.058
73,161.299
74,161.656
75,162.146
76,162.476
77,162.999
78,163.367
79,163.506
80,163.577
81,163.720
82,163.943
83,164.096
84,164.707
85,292.900
86,299.192
87,301.511
88,310.675
89,327.684
90,357.438
91,377.357
92,416.799
93,434.634
94,523.958
95,553.442
96,574.269
97,603.388
98,627.821
99,692.468
100,693.620
