Percentage served,Time in ms
0,208.723
1,255.307
2,301.567
3,347.620
4,394.824
5,466.837
6,469.679
7,470.198
8,470.757
9,471.100
10,471.291
11,471.618
12,471.846
13,472.085
14,472.322
15,472.541
16,472.909
17,473.245
18,473.530
19,473.806
20,474.198
21,474.585
22,475.037
23,475.545
24,476.111
25,476.729
26,477.305
27,477.812
28,478.717
29,479.132
30,479.452
31,479.821
32,480.182
33,480.545
34,481.057
35,481.764
36,482.596
37,483.805
38,484.598
39,485.076
40,485.430
41,485.671
42,485.986
43,486.287
44,486.856
45,487.140
46,487.710
47,488.196
48,488.584
49,489.249
50,489.929
51,490.548
52,490.959
53,491.258
54,491.632
55,491.978
56,492.257
57,492.491
58,492.748
59,492.967
60,493.380
61,493.626
62,493.929
63,494.269
64,494.620
65,494.960
66,495.235
67,495.547
68,495.917
69,496.254
70,496.781
71,497.613
72,498.449
73,499.285
74,500.726
75,501.800
76,503.277
77,504.464
78,505.483
79,506.394
80,507.385
81,508.066
82,508.827
83,509.721
84,945.733
85,1035.302
86,1114.183
87,1172.395
88,1180.206
89,1190.996
90,1195.700
91,1201.698
92,1336.582
93,1493.418
94,1501.829
95,1512.654
96,1518.879
97,1724.699
98,2225.627
99,3527.732
100,8394.187
