Percentage served,Time in ms
0,22.804
1,29.172
2,35.821
3,43.029
4,51.605
5,60.849
6,70.851
7,73.508
8,75.899
9,78.372
10,80.713
11,83.995
12,87.072
13,90.512
14,93.933
15,97.575
16,101.263
17,104.721
18,108.543
19,112.301
20,113.638
21,115.019
22,116.873
23,118.498
24,120.289
25,121.729
26,123.654
27,125.191
28,127.088
29,127.844
30,128.450
31,129.517
32,130.683
33,130.828
34,131.079
35,131.206
36,131.312
37,131.338
38,131.437
39,131.523
40,131.885
41,132.404
42,132.803
43,132.933
44,133.477
45,133.705
46,133.969
47,134.505
48,135.269
49,135.401
50,135.584
51,135.702
52,135.843
53,135.993
54,136.070
55,136.192
56,136.323
57,136.421
58,136.478
59,136.542
60,136.591
61,136.654
62,136.702
63,136.723
64,136.762
65,136.830
66,136.888
67,136.989
68,137.053
69,137.115
70,137.166
71,137.199
72,137.229
73,137.256
74,137.283
75,137.312
76,137.487
77,138.012
78,138.091
79,138.804
80,139.188
81,139.759
82,140.145
83,140.375
84,140.501
85,140.552
86,140.676
87,140.785
88,140.894
89,141.457
90,289.194
91,291.257
92,313.044
93,323.818
94,343.543
95,399.073
96,423.153
97,520.202
98,568.445
99,612.043
100,619.056
