Percentage served,Time in ms
0,130.053
1,165.483
2,173.520
3,182.046
4,190.631
5,199.273
6,209.490
7,218.636
8,227.691
9,237.098
10,251.346
11,264.995
12,279.605
13,290.165
14,300.515
15,309.445
16,318.476
17,327.417
18,338.292
19,347.918
20,371.419
21,371.574
22,372.539
23,372.969
24,373.520
25,373.639
26,373.944
27,376.485
28,377.516
29,378.186
30,378.823
31,379.024
32,379.408
33,379.880
34,380.421
35,380.765
36,381.034
37,381.341
38,381.775
39,382.069
40,382.411
41,382.899
42,383.270
43,383.600
44,384.103
45,386.179
46,386.617
47,387.258
48,387.528
49,387.794
50,388.463
51,388.628
52,388.775
53,389.047
54,389.754
55,390.014
56,390.419
57,390.744
58,391.007
59,391.244
60,391.545
61,391.834
62,391.980
63,392.160
64,392.341
65,392.581
66,392.904
67,393.048
68,393.295
69,393.447
70,393.750
71,394.443
72,395.185
73,395.973
74,396.388
75,397.305
76,439.236
77,457.438
78,479.282
79,512.706
80,570.467
81,601.313
82,725.698
83,832.668
84,911.421
85,926.963
86,942.449
87,954.028
88,965.405
89,977.586
90,987.015
91,993.697
92,1008.139
93,1026.054
94,1081.069
95,1086.128
96,1090.536
97,1214.391
98,1635.976
99,1656.354
100,1729.734
