Percentage served,Time in ms
0,32.106
1,43.022
2,54.530
3,66.565
4,80.290
5,90.711
6,93.268
7,96.916
8,99.507
9,102.094
10,104.471
11,107.664
12,110.316
13,111.934
14,114.076
15,115.531
16,117.059
17,118.357
18,120.426
19,121.533
20,123.604
21,124.793
22,125.667
23,126.827
24,127.642
25,127.770
26,127.811
27,128.094
28,128.368
29,128.479
30,128.792
31,129.082
32,129.451
33,129.612
34,129.702
35,129.797
36,129.852
37,129.902
38,130.000
39,130.214
40,130.356
41,130.433
42,130.487
43,130.534
44,130.567
45,130.618
46,130.727
47,130.824
48,130.914
49,130.957
50,130.994
51,131.030
52,131.106
53,131.132
54,131.158
55,131.178
56,131.286
57,131.384
58,131.541
59,131.602
60,131.656
61,131.904
62,132.018
63,132.291
64,132.545
65,132.908
66,133.632
67,134.225
68,134.352
69,134.977
70,135.115
71,135.558
72,135.879
73,135.966
74,136.108
75,136.132
76,136.192
77,136.248
78,136.351
79,136.405
80,136.453
81,136.504
82,136.542
83,136.576
84,136.621
85,137.621
86,139.453
87,140.982
88,143.251
89,144.824
90,288.316
91,290.239
92,296.119
93,325.724
94,345.692
95,401.660
96,424.988
97,557.435
98,582.892
99,616.997
100,627.689
