Percentage served,Time in ms
0,211.803
1,224.883
2,240.022
3,253.004
4,265.527
5,278.204
6,291.312
7,305.999
8,318.821
9,331.685
10,344.427
11,357.412
12,370.445
13,384.987
14,397.756
15,411.295
16,425.959
17,442.871
18,455.629
19,485.579
20,492.870
21,500.123
22,501.422
23,502.346
24,502.708
25,504.185
26,506.638
27,507.291
28,508.005
29,510.914
30,512.363
31,513.630
32,514.186
33,514.495
34,514.801
35,514.996
36,515.314
37,515.837
38,516.127
39,516.712
40,517.267
41,517.707
42,518.077
43,518.503
44,518.979
45,519.517
46,519.850
47,520.231
48,520.644
49,520.856
50,521.085
51,521.619
52,522.151
53,523.091
54,524.276
55,524.579
56,525.568
57,526.121
58,526.756
59,527.324
60,527.612
61,528.176
62,528.949
63,529.143
64,529.264
65,529.703
66,530.954
67,531.306
68,531.900
69,532.196
70,532.314
71,532.412
72,532.891
73,533.525
74,533.797
75,534.280
76,552.213
77,567.806
78,667.586
79,730.146
80,783.342
81,796.836
82,918.787
83,1005.940
84,1029.340
85,1066.568
86,1096.853
87,1116.803
88,1134.400
89,1156.726
90,1210.353
91,1212.607
92,1214.925
93,1223.895
94,1232.249
95,1365.604
96,1517.721
97,1527.976
98,1724.631
99,1811.185
100,2510.893
