Percentage served,Time in ms
0,11.172
1,11.211
2,12.261
3,17.192
4,23.442
5,32.179
6,41.400
7,52.324
8,66.039
9,76.289
10,81.622
11,87.542
12,93.503
13,99.565
14,106.484
15,112.350
16,119.102
17,124.808
18,130.675
19,132.958
20,134.426
21,136.081
22,137.131
23,138.074
24,139.203
25,139.702
26,142.145
27,142.535
28,142.645
29,142.746
30,142.817
31,142.853
32,142.896
33,142.939
34,142.975
35,143.018
36,143.081
37,143.101
38,143.133
39,143.411
40,144.296
41,144.416
42,144.517
43,144.679
44,144.967
45,145.155
46,145.200
47,145.240
48,145.317
49,145.485
50,145.757
51,146.673
52,147.331
53,147.943
54,148.540
55,149.016
56,149.630
57,149.775
58,150.025
59,150.260
60,150.747
61,151.020
62,151.256
63,151.622
64,151.897
65,152.019
66,152.110
67,152.170
68,152.266
69,152.485
70,152.725
71,152.781
72,152.827
73,153.008
74,153.324
75,153.569
76,154.194
77,155.429
78,157.419
79,159.159
80,160.714
81,162.850
82,164.606
83,165.451
84,166.654
85,168.093
86,168.444
87,172.593
88,293.052
89,295.157
90,300.214
91,330.260
92,359.961
93,524.834
94,526.189
95,561.214
96,579.265
97,612.214
98,692.503
99,693.844
100,695.092
