Percentage served,Time in ms
0,17.195
1,23.045
2,29.566
3,36.165
4,43.547
5,51.618
6,65.037
7,72.947
8,75.273
9,77.714
10,81.067
11,83.968
12,86.969
13,90.276
14,93.645
15,97.378
16,101.270
17,105.097
18,106.778
19,107.823
20,109.101
21,110.403
22,111.731
23,112.972
24,114.242
25,115.534
26,117.020
27,117.789
28,118.573
29,119.441
30,120.222
31,121.049
32,122.056
33,124.134
34,125.378
35,125.449
36,125.523
37,125.565
38,125.683
39,125.737
40,125.786
41,125.846
42,125.883
43,125.942
44,125.974
45,126.017
46,126.062
47,126.194
48,126.312
49,126.334
50,126.601
51,126.650
52,126.705
53,126.781
54,126.827
55,126.885
56,126.943
57,127.050
58,127.115
59,127.146
60,127.187
61,127.300
62,127.344
63,127.392
64,127.480
65,127.562
66,127.634
67,127.762
68,127.826
69,127.943
70,127.994
71,128.163
72,128.263
73,128.452
74,128.840
75,129.435
76,129.558
77,129.893
78,130.226
79,130.465
80,130.544
81,130.575
82,130.640
83,130.659
84,130.680
85,130.750
86,131.154
87,131.382
88,131.508
89,131.545
90,131.619
91,131.757
92,131.953
93,301.145
94,313.321
95,331.281
96,341.866
97,394.088
98,583.037
99,586.725
100,598.217
