Percentage served,Time in ms
0,22.354
1,29.710
2,38.056
3,47.293
4,56.469
5,64.655
6,66.855
7,68.989
8,71.240
9,73.498
10,75.723
11,78.258
12,81.251
13,84.214
14,87.117
15,90.098
16,93.543
17,96.947
18,98.312
19,98.947
20,99.471
21,100.282
22,101.046
23,102.251
24,103.341
25,104.205
26,105.107
27,105.865
28,106.991
29,107.801
30,108.673
31,108.788
32,108.921
33,108.997
34,109.031
35,109.160
36,109.218
37,109.282
38,109.504
39,109.608
40,109.776
41,109.869
42,110.077
43,110.198
44,110.254
45,110.355
46,110.443
47,110.601
48,110.681
49,110.820
50,110.894
51,111.048
52,111.264
53,111.411
54,111.495
55,112.024
56,112.273
57,112.880
58,113.035
59,113.087
60,113.435
61,113.593
62,113.757
63,113.901
64,114.034
65,114.083
66,114.192
67,114.285
68,114.440
69,115.196
70,116.265
71,117.029
72,117.451
73,117.719
74,118.230
75,118.381
76,118.647
77,118.729
78,118.952
79,119.053
80,119.094
81,119.132
82,119.191
83,119.258
84,119.410
85,119.512
86,119.555
87,119.638
88,119.743
89,120.411
90,280.089
91,285.425
92,302.568
93,328.904
94,346.986
95,368.561
96,401.263
97,514.736
98,529.654
99,534.205
100,535.131
