Percentage served,Time in ms
0,37.705
1,47.550
2,58.402
3,69.402
4,71.234
5,73.679
6,76.124
7,78.585
8,81.036
9,83.503
10,86.311
11,88.844
12,91.301
13,93.811
14,96.793
15,99.988
16,103.085
17,106.452
18,109.819
19,113.345
20,116.629
21,117.883
22,118.512
23,119.280
24,120.542
25,121.194
26,121.762
27,122.266
28,123.277
29,124.466
30,124.630
31,124.647
32,124.703
33,124.711
34,124.718
35,124.726
36,124.732
37,124.795
38,124.860
39,124.926
40,124.994
41,125.027
42,125.077
43,125.163
44,125.319
45,125.394
46,125.437
47,125.511
48,125.583
49,125.633
50,125.647
51,125.675
52,125.733
53,125.818
54,125.860
55,125.919
56,126.008
57,126.043
58,126.120
59,126.182
60,126.228
61,126.256
62,126.279
63,126.413
64,126.478
65,126.508
66,126.523
67,126.554
68,126.593
69,126.621
70,126.653
71,126.684
72,126.696
73,126.711
74,126.731
75,126.749
76,126.799
77,126.827
78,126.844
79,126.904
80,127.238
81,127.339
82,127.427
83,127.444
84,127.690
85,127.793
86,127.842
87,127.870
88,127.896
89,127.959
90,283.285
91,291.857
92,312.250
93,337.178
94,345.001
95,368.505
96,404.084
97,521.115
98,577.437
99,586.851
100,596.670
