Percentage served,Time in ms
0,5.567
1,5.574
2,5.588
3,5.603
4,5.629
5,5.639
6,5.653
7,6.395
8,12.011
9,17.385
10,23.770
11,30.596
12,41.683
13,43.357
14,45.279
15,46.958
16,48.630
17,50.561
18,52.262
19,54.031
20,56.336
21,58.517
22,60.443
23,62.450
24,63.705
25,63.740
26,63.764
27,63.783
28,63.804
29,63.820
30,63.832
31,63.884
32,64.022
33,64.135
34,64.200
35,64.275
36,64.349
37,64.377
38,64.433
39,64.534
40,64.637
41,64.687
42,64.750
43,64.807
44,64.849
45,64.867
46,64.910
47,64.978
48,65.077
49,65.152
50,65.387
51,65.670
52,65.947
53,66.163
54,66.186
55,66.256
56,66.347
57,66.566
58,66.836
59,66.950
60,67.138
61,67.269
62,67.401
63,67.576
64,67.680
65,67.876
66,67.920
67,67.958
68,67.997
69,68.027
70,68.054
71,68.078
72,68.126
73,68.173
74,68.497
75,68.882
76,69.298
77,69.595
78,69.633
79,69.707
80,69.887
81,70.510
82,71.100
83,71.495
84,72.023
85,72.605
86,73.344
87,73.900
88,74.012
89,74.074
90,74.119
91,74.569
92,74.665
93,74.722
94,251.729
95,252.921
96,260.883
97,262.436
98,264.538
99,294.478
100,310.182
