Percentage served,Time in ms
0,6.551
1,6.575
2,6.623
3,6.712
4,10.634
5,15.961
6,22.385
7,32.301
8,40.377
9,42.521
10,44.292
11,46.266
12,48.372
13,50.177
14,52.038
15,53.698
16,55.598
17,56.236
18,56.262
19,56.308
20,56.348
21,56.452
22,56.603
23,56.640
24,56.734
25,56.769
26,56.801
27,56.864
28,56.908
29,56.950
30,57.000
31,57.079
32,57.133
33,57.232
34,57.352
35,57.459
36,57.560
37,57.704
38,57.763
39,57.848
40,57.884
41,57.952
42,58.079
43,58.142
44,58.169
45,58.219
46,58.326
47,58.366
48,58.413
49,58.522
50,58.672
51,58.770
52,58.833
53,58.851
54,58.891
55,58.899
56,58.935
57,59.058
58,59.090
59,59.120
60,59.185
61,59.325
62,59.435
63,59.464
64,59.898
65,60.271
66,60.310
67,60.371
68,60.393
69,60.422
70,60.445
71,60.455
72,60.464
73,60.477
74,60.495
75,60.519
76,60.567
77,60.581
78,60.594
79,60.711
80,61.058
81,61.528
82,63.496
83,63.727
84,66.088
85,68.440
86,68.731
87,68.759
88,68.809
89,69.041
90,69.151
91,69.202
92,69.253
93,69.314
94,69.394
95,69.571
96,70.061
97,276.495
98,283.665
99,284.765
100,285.307
