Percentage served,Time in ms
0,199.273
1,251.184
2,271.191
3,289.610
4,307.778
5,326.180
6,344.903
7,364.726
8,374.651
9,380.867
10,384.424
11,387.463
12,388.306
13,389.368
14,390.042
15,391.358
16,392.198
17,392.675
18,393.383
19,394.163
20,394.727
21,395.200
22,395.670
23,396.092
24,396.370
25,396.639
26,397.088
27,397.354
28,397.554
29,397.760
30,398.073
31,398.409
32,398.597
33,398.791
34,398.978
35,399.116
36,399.420
37,399.588
38,399.728
39,399.886
40,400.031
41,400.171
42,400.323
43,400.494
44,400.615
45,400.697
46,400.790
47,400.893
48,401.052
49,401.290
50,401.639
51,402.026
52,402.396
53,402.931
54,403.520
55,404.260
56,404.677
57,405.290
58,405.739
59,406.154
60,406.545
61,407.130
62,407.963
63,408.958
64,409.700
65,410.096
66,410.601
67,411.282
68,412.402
69,413.762
70,414.986
71,415.643
72,416.931
73,418.769
74,420.034
75,422.464
76,484.959
77,722.061
78,774.142
79,930.495
80,957.382
81,984.143
82,998.532
83,1004.142
84,1013.384
85,1026.204
86,1038.869
87,1050.148
88,1070.690
89,1085.045
90,1097.786
91,1101.996
92,1400.590
93,1416.894
94,1445.991
95,1657.628
96,1729.878
97,1803.368
98,2117.711
99,2352.439
100,3464.072
