Percentage served,Time in ms
0,261.455
1,277.139
2,292.791
3,308.444
4,323.849
5,338.473
6,354.055
7,369.834
8,385.490
9,400.205
10,416.670
11,431.824
12,448.118
13,463.874
14,480.536
15,495.877
16,511.332
17,526.322
18,541.693
19,556.997
20,628.055
21,631.548
22,632.514
23,633.150
24,633.664
25,634.804
26,635.339
27,636.273
28,637.742
29,638.276
30,638.813
31,639.481
32,640.094
33,640.452
34,641.077
35,641.267
36,641.748
37,642.074
38,642.256
39,642.592
40,642.977
41,643.406
42,643.631
43,643.761
44,643.891
45,644.023
46,644.387
47,644.617
48,644.688
49,644.791
50,644.950
51,645.117
52,645.504
53,646.055
54,646.308
55,646.918
56,648.113
57,649.239
58,649.827
59,650.387
60,650.785
61,651.163
62,651.848
63,652.562
64,653.663
65,657.700
66,660.314
67,661.931
68,663.141
69,664.552
70,665.823
71,667.238
72,667.990
73,668.636
74,714.535
75,809.145
76,971.804
77,1071.602
78,1091.438
79,1109.370
80,1132.979
81,1163.923
82,1199.536
83,1230.316
84,1258.805
85,1334.394
86,1338.984
87,1343.973
88,1349.411
89,1350.489
90,1351.876
91,1364.261
92,1614.600
93,1664.402
94,1674.088
95,1712.826
96,1853.915
97,1902.919
98,1968.919
99,2119.289
100,2665.293
