Percentage served,Time in ms
0,284.220
1,310.041
2,335.257
3,360.830
4,385.393
5,404.000
6,422.925
7,440.269
8,456.372
9,473.544
10,490.352
11,499.518
12,506.473
13,516.640
14,530.841
15,533.265
16,534.234
17,535.960
18,537.313
19,538.743
20,539.852
21,540.743
22,541.124
23,541.935
24,542.943
25,543.574
26,544.274
27,544.943
28,545.885
29,547.153
30,548.931
31,551.551
32,553.668
33,554.309
34,554.719
35,555.305
36,555.429
37,555.713
38,555.964
39,556.487
40,563.162
41,565.605
42,567.699
43,569.379
44,571.752
45,573.178
46,575.293
47,575.983
48,576.500
49,577.083
50,577.482
51,578.147
52,578.608
53,579.189
54,579.787
55,580.322
56,580.773
57,581.057
58,581.501
59,582.000
60,582.894
61,583.720
62,584.684
63,585.694
64,586.624
65,587.400
66,588.085
67,588.918
68,589.791
69,590.792
70,596.693
71,607.399
72,640.196
73,679.158
74,726.538
75,772.653
76,859.526
77,1021.058
78,1059.760
79,1112.074
80,1165.554
81,1191.704
82,1207.709
83,1242.012
84,1260.263
85,1269.756
86,1285.013
87,1301.325
88,1544.767
89,1561.332
90,1581.572
91,1595.217
92,1608.168
93,1627.892
94,1707.639
95,1864.330
96,2008.466
97,2282.023
98,2932.621
99,3630.614
100,5269.072
