Percentage served,Time in ms
0,116.078
1,134.857
2,141.575
3,148.046
4,154.602
5,161.034
6,167.926
7,174.604
8,182.089
9,188.816
10,195.620
11,202.416
12,209.444
13,216.422
14,223.482
15,230.377
16,237.648
17,244.738
18,252.554
19,256.604
20,260.268
21,264.745
22,268.405
23,272.164
24,273.273
25,273.504
26,273.778
27,274.292
28,274.880
29,276.275
30,276.603
31,276.936
32,277.605
33,278.432
34,278.934
35,279.597
36,279.633
37,279.713
38,279.879
39,279.944
40,280.003
41,280.091
42,280.197
43,280.432
44,280.588
45,281.365
46,282.256
47,282.428
48,282.457
49,282.584
50,282.634
51,282.722
52,282.781
53,282.848
54,282.921
55,282.973
56,283.044
57,283.096
58,283.166
59,283.225
60,283.278
61,283.371
62,283.490
63,284.040
64,284.783
65,285.148
66,285.301
67,285.377
68,285.445
69,285.542
70,285.684
71,285.802
72,285.956
73,286.083
74,286.329
75,286.374
76,286.568
77,286.653
78,286.694
79,286.741
80,396.719
81,419.615
82,441.225
83,470.821
84,493.210
85,515.172
86,537.418
87,577.246
88,620.629
89,643.956
90,695.783
91,711.129
92,717.244
93,819.592
94,869.557
95,887.611
96,913.512
97,943.558
98,962.226
99,983.033
100,1304.928
