Percentage served,Time in ms
0,158.251
1,166.623
2,174.710
3,182.911
4,191.085
5,199.534
6,209.041
7,218.398
8,226.987
9,236.029
10,244.957
11,253.904
12,262.647
13,271.595
14,280.140
15,288.831
16,297.347
17,305.950
18,315.185
19,323.689
20,350.273
21,356.582
22,360.117
23,361.200
24,361.351
25,361.480
26,361.827
27,362.568
28,363.165
29,363.639
30,364.351
31,364.703
32,365.047
33,365.744
34,366.572
35,367.040
36,368.159
37,369.282
38,369.498
39,369.700
40,369.914
41,371.861
42,372.720
43,375.770
44,376.982
45,379.587
46,381.945
47,383.393
48,383.988
49,384.132
50,384.634
51,385.443
52,385.896
53,386.255
54,386.606
55,387.060
56,387.585
57,388.155
58,388.469
59,388.589
60,388.689
61,388.916
62,389.194
63,389.540
64,389.913
65,390.434
66,391.186
67,391.380
68,391.663
69,392.095
70,392.614
71,393.094
72,393.523
73,393.946
74,394.478
75,394.766
76,395.051
77,433.208
78,508.746
79,567.679
80,601.328
81,804.816
82,900.123
83,930.991
84,936.596
85,949.143
86,963.763
87,973.823
88,983.608
89,993.862
90,1000.696
91,1007.132
92,1021.414
93,1049.664
94,1081.356
95,1085.156
96,1151.676
97,1380.989
98,1608.302
99,1628.297
100,1690.006
