Percentage served,Time in ms
0,43.148
1,73.233
2,84.369
3,90.339
4,96.632
5,102.885
6,109.194
7,117.076
8,124.452
9,126.054
10,127.586
11,129.703
12,129.826
13,129.916
14,129.947
15,129.978
16,130.069
17,130.149
18,130.237
19,130.264
20,130.356
21,130.409
22,130.439
23,130.466
24,130.485
25,130.519
26,130.589
27,130.639
28,130.683
29,130.759
30,130.866
31,131.102
32,131.329
33,131.449
34,131.619
35,131.931
36,132.208
37,132.291
38,132.377
39,132.497
40,132.559
41,132.677
42,132.732
43,132.778
44,132.824
45,132.887
46,132.967
47,133.026
48,133.198
49,133.361
50,133.761
51,134.034
52,134.823
53,136.598
54,137.467
55,137.654
56,138.838
57,139.220
58,139.636
59,139.855
60,140.023
61,140.169
62,140.426
63,140.659
64,140.772
65,140.847
66,140.897
67,141.020
68,141.420
69,141.798
70,142.000
71,142.746
72,144.582
73,145.296
74,145.849
75,146.071
76,146.135
77,146.171
78,146.196
79,146.302
80,146.351
81,146.384
82,146.514
83,146.774
84,147.766
85,148.364
86,148.478
87,148.548
88,148.963
89,289.655
90,308.301
91,331.353
92,369.673
93,419.031
94,433.611
95,582.095
96,712.317
97,796.796
98,816.581
99,831.516
100,1291.922
