Percentage served,Time in ms
0,134.372
1,220.344
2,249.660
3,273.929
4,277.448
5,278.037
6,278.371
7,278.649
8,278.982
9,279.204
10,279.589
11,280.001
12,280.438
13,280.768
14,281.176
15,281.761
16,282.586
17,283.073
18,283.952
19,284.271
20,284.571
21,284.743
22,285.010
23,285.301
24,285.630
25,286.005
26,286.366
27,287.033
28,287.468
29,288.617
30,289.015
31,289.445
32,289.983
33,291.213
34,292.671
35,294.281
36,295.398
37,296.565
38,297.516
39,298.074
40,298.726
41,299.678
42,300.080
43,300.728
44,301.169
45,301.516
46,301.692
47,301.893
48,302.086
49,302.302
50,303.649
51,304.792
52,305.590
53,306.110
54,306.658
55,308.093
56,309.406
57,309.937
58,310.976
59,313.836
60,314.629
61,314.938
62,315.316
63,316.017
64,316.407
65,316.794
66,317.138
67,317.600
68,317.874
69,318.066
70,318.467
71,319.550
72,320.245
73,320.845
74,321.793
75,322.690
76,327.358
77,329.402
78,330.969
79,333.152
80,336.793
81,337.996
82,339.070
83,346.147
84,618.488
85,729.462
86,778.066
87,813.993
88,855.140
89,902.999
90,957.661
91,995.684
92,1009.833
93,1022.406
94,1292.242
95,1315.300
96,1367.857
97,1686.297
98,2007.792
99,3326.607
100,4310.022
