Percentage served,Time in ms
0,2.493
1,2.506
2,2.531
3,4.360
4,7.263
5,10.711
6,15.460
7,19.771
8,21.012
9,22.303
10,23.566
11,24.898
12,26.242
13,28.701
14,30.000
15,31.031
16,32.197
17,33.150
18,34.850
19,35.865
20,36.524
21,36.991
22,37.307
23,37.326
24,37.342
25,37.366
26,37.382
27,37.405
28,37.448
29,37.476
30,37.502
31,37.524
32,37.548
33,37.629
34,37.737
35,37.760
36,37.790
37,37.837
38,37.893
39,37.936
40,37.964
41,37.988
42,38.023
43,38.071
44,38.114
45,38.130
46,38.154
47,38.177
48,38.192
49,38.215
50,38.231
51,38.257
52,38.299
53,38.328
54,38.376
55,38.394
56,38.420
57,38.437
58,38.470
59,38.506
60,38.524
61,38.539
62,38.559
63,38.579
64,38.606
65,38.634
66,38.659
67,38.676
68,38.695
69,38.711
70,38.737
71,38.761
72,38.777
73,38.793
74,38.801
75,38.821
76,38.848
77,38.870
78,38.966
79,39.021
80,39.084
81,39.130
82,39.153
83,39.226
84,39.643
85,39.794
86,39.847
87,40.018
88,40.082
89,40.148
90,40.215
91,40.308
92,40.845
93,40.908
94,40.995
95,41.047
96,41.095
97,41.135
98,41.197
99,43.298
100,43.915
