Percentage served,Time in ms
0,10.338
1,10.436
2,16.328
3,23.669
4,31.965
5,42.503
6,55.375
7,69.512
8,78.048
9,82.600
10,86.786
11,90.784
12,94.597
13,99.056
14,103.421
15,107.614
16,111.790
17,116.720
18,120.918
19,125.519
20,129.385
21,133.606
22,138.084
23,139.952
24,141.459
25,142.945
26,144.510
27,145.950
28,147.651
29,148.652
30,149.432
31,149.619
32,149.826
33,150.000
34,150.513
35,150.702
36,151.091
37,151.302
38,151.377
39,151.438
40,151.532
41,151.638
42,151.749
43,151.863
44,151.933
45,152.042
46,152.159
47,152.346
48,152.505
49,152.598
50,152.971
51,154.301
52,154.499
53,154.684
54,155.053
55,155.218
56,155.413
57,155.529
58,155.673
59,155.755
60,156.214
61,156.291
62,156.403
63,156.529
64,156.596
65,156.775
66,156.928
67,157.268
68,157.362
69,157.423
70,157.508
71,157.729
72,157.859
73,158.008
74,158.144
75,158.257
76,158.288
77,158.339
78,158.383
79,158.446
80,158.567
81,158.653
82,158.776
83,158.924
84,159.232
85,159.394
86,159.996
87,160.869
88,300.804
89,302.609
90,340.242
91,364.207
92,380.059
93,414.000
94,417.560
95,536.144
96,558.542
97,567.894
98,589.728
99,703.829
100,704.888
