Percentage served,Time in ms
0,142.126
1,149.401
2,156.614
3,163.961
4,171.380
5,178.715
6,189.643
7,196.599
8,203.743
9,210.869
10,218.150
11,225.506
12,232.881
13,240.477
14,247.783
15,256.211
16,263.702
17,271.540
18,278.047
19,284.049
20,287.774
21,292.245
22,294.051
23,294.335
24,294.522
25,294.652
26,294.790
27,294.954
28,295.094
29,295.223
30,295.333
31,295.489
32,295.656
33,295.938
34,296.099
35,296.396
36,296.567
37,296.978
38,297.365
39,297.748
40,298.128
41,299.035
42,300.099
43,300.967
44,301.168
45,301.261
46,301.379
47,301.626
48,302.153
49,302.343
50,302.462
51,302.847
52,306.601
53,308.083
54,308.363
55,308.800
56,308.938
57,309.142
58,309.507
59,309.840
60,310.085
61,310.260
62,310.386
63,310.535
64,310.731
65,310.837
66,310.885
67,310.941
68,311.138
69,311.165
70,311.422
71,312.294
72,312.685
73,313.239
74,313.861
75,314.696
76,314.935
77,315.043
78,315.143
79,315.221
80,315.326
81,315.405
82,315.485
83,315.517
84,315.545
85,315.616
86,437.946
87,454.739
88,483.798
89,509.031
90,539.585
91,734.166
92,769.688
93,787.937
94,894.483
95,940.886
96,950.658
97,961.219
98,997.923
99,1268.681
100,1338.371
