Percentage served,Time in ms
0,150.960
1,159.406
2,167.718
3,176.224
4,185.329
5,197.607
6,205.744
7,214.064
8,224.001
9,232.139
10,241.811
11,251.417
12,259.589
13,267.938
14,278.597
15,286.916
16,295.325
17,304.129
18,312.568
19,320.191
20,323.455
21,326.113
22,327.299
23,328.083
24,328.852
25,329.300
26,330.131
27,330.420
28,330.874
29,332.136
30,335.225
31,335.969
32,336.366
33,337.106
34,337.729
35,338.406
36,338.956
37,339.654
38,340.513
39,340.762
40,340.990
41,341.184
42,341.299
43,341.446
44,341.696
45,342.136
46,342.294
47,342.599
48,342.835
49,343.662
50,344.029
51,344.552
52,344.724
53,345.013
54,345.213
55,345.387
56,345.581
57,345.707
58,345.844
59,346.018
60,346.287
61,346.483
62,351.675
63,352.172
64,352.873
65,353.392
66,358.073
67,358.537
68,358.909
69,358.960
70,359.136
71,359.436
72,359.608
73,359.689
74,359.764
75,359.970
76,360.104
77,360.399
78,361.287
79,362.100
80,362.687
81,363.536
82,363.986
83,499.812
84,528.759
85,578.436
86,582.960
87,609.988
88,694.230
89,828.964
90,876.034
91,922.602
92,941.621
93,953.209
94,970.089
95,980.350
96,992.577
97,1021.862
98,1291.397
99,1637.524
100,1650.493
