Percentage served,Time in ms
0,10.203
1,64.567
2,145.908
3,159.001
4,159.107
5,159.338
6,159.814
7,160.113
8,160.355
9,160.495
10,160.621
11,160.793
12,160.946
13,161.272
14,161.414
15,161.796
16,162.151
17,162.261
18,162.282
19,162.315
20,162.360
21,162.565
22,163.402
23,163.596
24,163.827
25,164.250
26,164.433
27,164.658
28,164.713
29,164.756
30,164.787
31,164.815
32,164.843
33,164.882
34,164.944
35,165.034
36,165.132
37,165.218
38,165.474
39,165.587
40,165.670
41,165.805
42,166.027
43,166.111
44,166.266
45,166.416
46,166.814
47,167.346
48,167.914
49,168.203
50,168.623
51,169.634
52,169.943
53,170.097
54,170.286
55,170.570
56,170.713
57,170.753
58,170.911
59,171.018
60,171.421
61,172.656
62,173.306
63,173.761
64,174.394
65,174.795
66,214.931
67,219.236
68,223.079
69,227.140
70,230.932
71,235.548
72,241.059
73,245.325
74,248.289
75,251.493
76,255.374
77,259.310
78,263.144
79,266.966
80,270.861
81,274.768
82,278.876
83,282.882
84,287.106
85,318.689
86,344.917
87,366.081
88,388.152
89,428.360
90,479.580
91,524.835
92,536.705
93,587.679
94,746.655
95,804.534
96,845.169
97,855.574
98,881.228
99,898.482
100,907.707
