Percentage served,Time in ms
0,88.435
1,92.305
2,96.301
3,100.262
4,104.210
5,108.297
6,112.449
7,116.475
8,120.381
9,125.369
10,129.627
11,133.768
12,137.535
13,141.409
14,145.311
15,149.077
16,154.545
17,158.443
18,160.754
19,161.781
20,163.173
21,165.097
22,166.711
23,168.295
24,170.506
25,172.716
26,173.612
27,174.052
28,174.452
29,174.716
30,174.809
31,174.926
32,175.085
33,175.186
34,175.224
35,175.273
36,175.317
37,175.379
38,175.596
39,175.843
40,176.569
41,176.748
42,176.880
43,177.051
44,177.238
45,177.446
46,177.870
47,178.219
48,178.296
49,178.478
50,180.572
51,189.123
52,189.698
53,190.542
54,191.550
55,191.661
56,191.804
57,192.057
58,192.134
59,192.242
60,192.369
61,192.633
62,192.710
63,192.739
64,192.805
65,192.987
66,193.957
67,194.263
68,194.984
69,195.739
70,196.651
71,196.798
72,197.443
73,197.494
74,197.548
75,197.582
76,197.644
77,198.317
78,198.368
79,198.472
80,198.726
81,198.883
82,199.356
83,200.082
84,200.339
85,201.217
86,202.920
87,328.695
88,352.218
89,388.948
90,418.862
91,489.261
92,557.160
93,622.976
94,724.269
95,809.923
96,820.884
97,835.829
98,841.578
99,851.180
100,861.050
