Percentage served,Time in ms
0,7.693
1,17.753
2,33.038
3,39.539
4,45.568
5,51.888
6,58.213
7,64.301
8,70.346
9,75.814
10,95.507
11,96.065
12,96.126
13,96.183
14,96.251
15,96.312
16,96.483
17,96.561
18,96.745
19,96.791
20,96.972
21,97.052
22,97.608
23,97.654
24,97.669
25,97.696
26,97.744
27,97.797
28,98.778
29,98.955
30,99.111
31,99.282
32,99.366
33,99.597
34,99.770
35,100.046
36,100.150
37,100.182
38,100.250
39,100.420
40,101.430
41,102.131
42,102.470
43,103.122
44,103.362
45,103.746
46,103.981
47,104.376
48,104.761
49,105.068
50,105.173
51,105.237
52,105.370
53,105.520
54,105.652
55,105.796
56,105.921
57,105.992
58,106.030
59,106.055
60,106.081
61,106.199
62,106.325
63,106.432
64,106.508
65,106.555
66,106.622
67,106.791
68,106.970
69,107.126
70,107.224
71,107.246
72,107.338
73,107.498
74,107.743
75,108.014
76,108.353
77,109.006
78,109.666
79,109.792
80,109.996
81,110.229
82,110.307
83,110.336
84,110.843
85,111.267
86,111.496
87,111.935
88,112.428
89,112.977
90,113.400
91,113.670
92,113.967
93,114.185
94,114.618
95,114.741
96,114.805
97,114.922
98,115.320
99,116.106
100,362.646
