Percentage served,Time in ms
0,2.706
1,3.816
2,11.190
3,21.332
4,24.199
5,27.565
6,30.852
7,33.928
8,36.482
9,40.210
10,43.022
11,43.069
12,43.093
13,43.101
14,43.106
15,43.113
16,43.122
17,43.128
18,43.134
19,43.140
20,43.152
21,43.173
22,43.294
23,43.457
24,43.512
25,43.541
26,43.562
27,43.640
28,43.663
29,43.692
30,43.736
31,43.777
32,43.825
33,43.866
34,43.924
35,43.962
36,43.984
37,44.013
38,44.040
39,44.084
40,44.138
41,44.212
42,44.274
43,44.341
44,44.408
45,44.683
46,44.978
47,45.592
48,45.620
49,45.686
50,45.977
51,48.910
52,49.101
53,49.836
54,49.859
55,50.201
56,50.245
57,50.273
58,50.286
59,50.341
60,50.371
61,50.384
62,50.393
63,50.409
64,50.455
65,50.476
66,50.490
67,50.505
68,50.523
69,50.539
70,50.548
71,50.558
72,50.565
73,50.572
74,50.586
75,50.602
76,50.615
77,50.623
78,50.633
79,50.647
80,50.658
81,50.668
82,50.682
83,50.697
84,50.721
85,50.734
86,50.745
87,50.775
88,50.994
89,51.030
90,51.087
91,51.159
92,51.249
93,51.358
94,51.377
95,51.408
96,51.473
97,51.574
98,51.714
99,258.112
100,266.413
