Percentage served,Time in ms
0,145.163
1,152.676
2,160.110
3,167.557
4,175.108
5,182.582
6,189.803
7,197.327
8,205.621
9,213.377
10,221.009
11,228.780
12,236.535
13,244.268
14,252.127
15,260.115
16,269.712
17,277.704
18,285.634
19,293.603
20,312.641
21,317.496
22,323.232
23,326.285
24,326.880
25,327.078
26,327.467
27,327.764
28,327.816
29,327.936
30,328.077
31,328.123
32,328.141
33,328.163
34,328.205
35,328.244
36,328.283
37,328.307
38,328.334
39,328.353
40,328.370
41,328.391
42,328.420
43,328.433
44,328.462
45,328.499
46,328.544
47,328.620
48,328.673
49,328.784
50,328.876
51,328.938
52,328.976
53,329.021
54,329.057
55,329.082
56,329.122
57,329.177
58,329.273
59,329.599
60,330.532
61,330.909
62,331.126
63,331.440
64,332.037
65,332.476
66,333.094
67,335.707
68,336.114
69,336.509
70,336.810
71,337.134
72,337.341
73,337.672
74,338.249
75,338.764
76,339.298
77,339.547
78,340.055
79,340.154
80,340.411
81,341.280
82,396.461
83,430.060
84,446.236
85,585.781
86,649.247
87,679.651
88,719.183
89,840.689
90,874.086
91,890.762
92,912.327
93,919.579
94,942.714
95,955.132
96,972.430
97,991.189
98,1038.065
99,1394.702
100,1569.355
