Percentage served,Time in ms
0,177.645
1,189.143
2,200.555
3,211.667
4,222.803
5,235.406
6,246.687
7,257.986
8,268.897
9,280.078
10,290.946
11,301.797
12,312.952
13,325.585
14,336.882
15,348.127
16,359.569
17,370.678
18,384.342
19,393.116
20,399.750
21,405.094
22,412.001
23,413.085
24,414.951
25,415.622
26,415.921
27,416.409
28,416.614
29,416.875
30,417.154
31,417.665
32,418.193
33,418.500
34,418.874
35,419.183
36,419.384
37,419.555
38,419.763
39,419.969
40,420.236
41,420.662
42,420.975
43,421.621
44,422.845
45,423.661
46,424.281
47,425.035
48,426.656
49,427.898
50,428.494
51,429.029
52,429.615
53,432.249
54,434.263
55,436.856
56,437.489
57,438.238
58,438.650
59,439.743
60,445.951
61,447.800
62,450.158
63,453.496
64,454.094
65,454.222
66,454.573
67,454.788
68,455.917
69,456.223
70,456.419
71,456.682
72,456.871
73,457.407
74,457.563
75,458.654
76,467.837
77,478.113
78,494.958
79,515.148
80,542.770
81,576.126
82,666.038
83,747.088
84,853.038
85,885.342
86,950.604
87,994.710
88,1010.542
89,1035.343
90,1054.845
91,1070.231
92,1085.661
93,1099.058
94,1109.367
95,1128.919
96,1165.469
97,1423.952
98,1437.418
99,1696.631
100,1753.255
