Percentage served,Time in ms
0,142.420
1,151.706
2,161.087
3,170.422
4,180.025
5,189.246
6,198.330
7,207.980
8,217.764
9,227.286
10,239.563
11,249.181
12,258.994
13,269.021
14,278.769
15,289.036
16,298.939
17,310.483
18,320.286
19,329.983
20,344.576
21,350.857
22,351.379
23,351.777
24,352.258
25,352.491
26,352.613
27,353.013
28,353.380
29,353.615
30,353.925
31,354.367
32,357.737
33,360.113
34,364.216
35,365.025
36,366.647
37,368.247
38,369.626
39,370.657
40,371.176
41,371.523
42,371.795
43,372.408
44,373.109
45,373.760
46,374.444
47,375.927
48,378.626
49,381.558
50,386.038
51,387.024
52,387.643
53,388.327
54,388.882
55,389.665
56,390.703
57,392.082
58,392.637
59,393.296
60,393.627
61,394.131
62,394.367
63,395.069
64,396.539
65,397.863
66,398.921
67,399.120
68,399.325
69,399.431
70,399.480
71,399.625
72,399.679
73,399.752
74,399.841
75,399.925
76,400.054
77,400.142
78,400.382
79,402.336
80,462.494
81,488.979
82,510.336
83,527.814
84,549.655
85,578.996
86,617.552
87,670.565
88,731.724
89,759.676
90,841.002
91,922.099
92,949.158
93,992.311
94,1001.430
95,1017.670
96,1075.049
97,1076.616
98,1085.767
99,1151.207
100,1683.406
