Percentage served,Time in ms
0,8.626
1,9.909
2,18.052
3,28.126
4,40.814
5,55.380
6,71.897
7,79.209
8,82.994
9,86.803
10,92.032
11,96.152
12,99.719
13,103.655
14,107.393
15,111.079
16,114.909
17,118.947
18,122.598
19,123.958
20,125.309
21,126.620
22,127.999
23,129.679
24,130.986
25,132.303
26,134.003
27,135.698
28,136.809
29,137.653
30,138.393
31,139.101
32,139.738
33,140.247
34,140.532
35,140.634
36,140.788
37,140.831
38,140.860
39,140.910
40,141.020
41,141.210
42,141.367
43,141.397
44,141.559
45,141.674
46,141.807
47,142.069
48,142.210
49,142.449
50,142.644
51,142.739
52,142.957
53,143.101
54,143.522
55,143.645
56,144.120
57,144.378
58,144.701
59,144.887
60,145.427
61,145.509
62,145.542
63,145.623
64,145.751
65,145.800
66,145.942
67,146.091
68,146.224
69,146.269
70,146.301
71,146.315
72,146.343
73,146.392
74,146.479
75,146.568
76,146.635
77,146.796
78,146.889
79,147.002
80,147.085
81,147.780
82,147.961
83,148.025
84,148.120
85,148.506
86,149.272
87,151.253
88,290.194
89,291.700
90,296.866
91,315.931
92,358.991
93,378.957
94,408.420
95,413.442
96,526.589
97,551.493
98,613.114
99,678.216
100,679.544
