Percentage served,Time in ms
0,27.768
1,35.764
2,44.840
3,54.782
4,67.966
5,72.978
6,75.577
7,78.217
8,80.918
9,83.640
10,86.408
11,89.240
12,92.571
13,96.464
14,100.012
15,103.690
16,107.801
17,110.986
18,112.332
19,114.002
20,115.993
21,117.037
22,118.206
23,120.226
24,121.995
25,123.699
26,125.796
27,126.812
28,129.712
29,130.196
30,130.437
31,130.978
32,131.357
33,131.412
34,131.658
35,132.129
36,132.198
37,132.248
38,132.292
39,132.363
40,132.386
41,132.424
42,132.445
43,132.477
44,132.530
45,132.565
46,132.594
47,132.652
48,132.703
49,132.733
50,132.798
51,132.830
52,132.987
53,133.167
54,133.637
55,133.753
56,133.804
57,133.897
58,133.996
59,134.145
60,134.492
61,134.686
62,134.840
63,134.939
64,135.037
65,135.253
66,135.420
67,135.603
68,135.667
69,135.795
70,136.207
71,136.786
72,136.998
73,137.490
74,138.032
75,138.104
76,138.226
77,138.323
78,138.472
79,139.040
80,139.079
81,139.100
82,139.183
83,139.329
84,139.487
85,139.625
86,139.830
87,139.965
88,140.236
89,284.812
90,286.560
91,298.123
92,300.186
93,307.023
94,320.397
95,387.322
96,406.850
97,417.918
98,420.077
99,531.344
100,559.523
