Percentage served,Time in ms
0,25.339
1,40.363
2,58.575
3,79.544
4,125.343
5,130.537
6,134.670
7,138.986
8,143.143
9,147.593
10,152.366
11,157.362
12,163.522
13,165.921
14,167.519
15,168.584
16,170.161
17,172.651
18,173.510
19,175.034
20,176.191
21,176.457
22,176.991
23,178.043
24,178.537
25,180.143
26,180.331
27,180.435
28,180.531
29,180.593
30,180.628
31,180.688
32,180.806
33,180.918
34,180.981
35,181.079
36,181.135
37,181.178
38,181.207
39,181.253
40,181.283
41,181.365
42,181.677
43,182.152
44,182.243
45,182.387
46,182.583
47,182.763
48,183.315
49,183.431
50,183.535
51,183.713
52,183.850
53,184.638
54,185.016
55,185.421
56,185.890
57,186.121
58,186.385
59,186.611
60,186.937
61,189.411
62,192.825
63,193.857
64,195.232
65,196.765
66,197.240
67,199.176
68,200.367
69,201.818
70,202.242
71,202.877
72,203.107
73,203.506
74,203.938
75,204.075
76,204.144
77,204.187
78,209.840
79,216.901
80,231.434
81,319.420
82,327.761
83,340.620
84,348.537
85,371.303
86,379.523
87,395.009
88,486.412
89,504.066
90,531.879
91,545.594
92,570.059
93,628.474
94,706.616
95,802.637
96,828.010
97,845.124
98,855.885
99,878.173
100,893.889
