Percentage served,Time in ms
0,5.492
1,12.819
2,20.861
3,30.092
4,38.827
5,48.853
6,56.668
7,59.548
8,62.437
9,65.302
10,68.426
11,71.264
12,74.088
13,77.169
14,80.057
15,83.067
16,86.264
17,87.303
18,88.331
19,89.689
20,90.372
21,91.803
22,92.936
23,93.857
24,94.248
25,94.758
26,95.343
27,96.049
28,97.049
29,98.100
30,99.073
31,99.951
32,100.456
33,100.727
34,100.946
35,101.110
36,101.267
37,101.331
38,101.379
39,101.439
40,101.475
41,101.525
42,101.581
43,101.623
44,101.675
45,101.763
46,101.830
47,102.008
48,102.100
49,102.151
50,102.179
51,102.208
52,102.264
53,102.308
54,102.409
55,102.575
56,102.687
57,102.772
58,103.018
59,103.151
60,103.370
61,103.591
62,103.706
63,103.763
64,103.841
65,103.904
66,103.967
67,104.000
68,104.076
69,104.148
70,104.211
71,104.293
72,104.347
73,104.367
74,104.436
75,104.509
76,104.591
77,104.663
78,104.805
79,104.971
80,105.047
81,105.205
82,105.250
83,105.326
84,105.376
85,105.424
86,105.437
87,105.479
88,105.948
89,106.165
90,107.073
91,107.836
92,263.571
93,272.853
94,330.801
95,346.871
96,355.657
97,484.304
98,485.444
99,490.069
100,494.712
