Percentage served,Time in ms
0,132.588
1,141.344
2,150.071
3,158.897
4,167.685
5,176.531
6,185.803
7,194.521
8,203.633
9,212.419
10,221.624
11,231.292
12,240.688
13,250.198
14,259.832
15,269.215
16,278.930
17,288.453
18,298.266
19,307.780
20,328.416
21,328.992
22,329.301
23,329.753
24,330.108
25,330.232
26,330.424
27,335.838
28,337.603
29,338.447
30,340.332
31,343.059
32,344.507
33,346.701
34,348.129
35,349.082
36,350.558
37,352.458
38,353.150
39,353.767
40,355.775
41,357.100
42,359.067
43,365.498
44,373.831
45,375.153
46,375.796
47,376.081
48,376.394
49,376.520
50,376.729
51,376.932
52,377.035
53,377.151
54,377.288
55,377.367
56,377.563
57,377.709
58,377.851
59,377.949
60,378.090
61,378.255
62,378.333
63,378.626
64,378.960
65,382.352
66,384.903
67,386.252
68,386.901
69,388.251
70,389.764
71,393.090
72,397.554
73,398.983
74,399.152
75,399.686
76,400.642
77,401.290
78,401.535
79,401.914
80,402.637
81,403.384
82,474.299
83,495.271
84,517.770
85,546.270
86,562.444
87,583.456
88,615.232
89,672.870
90,699.065
91,774.142
92,896.058
93,931.607
94,948.871
95,965.948
96,982.748
97,1028.476
98,1069.885
99,1076.702
100,1742.351
