Percentage served,Time in ms
0,86.725
1,93.184
2,97.915
3,102.766
4,107.538
5,112.304
6,117.228
7,122.092
8,127.008
9,132.127
10,137.645
11,142.508
12,148.117
13,153.629
14,158.486
15,163.478
16,168.687
17,174.448
18,177.014
19,178.810
20,180.956
21,182.965
22,184.682
23,186.125
24,188.292
25,188.590
26,188.658
27,189.012
28,189.355
29,190.400
30,191.200
31,191.266
32,191.296
33,191.387
34,191.478
35,191.662
36,191.755
37,191.871
38,191.921
39,191.952
40,191.997
41,192.033
42,192.098
43,192.133
44,192.211
45,192.325
46,192.851
47,193.394
48,193.517
49,194.200
50,194.455
51,194.472
52,194.491
53,194.553
54,194.632
55,194.685
56,194.751
57,194.878
58,195.079
59,195.309
60,195.699
61,195.741
62,195.770
63,195.789
64,195.904
65,196.562
66,197.903
67,198.801
68,199.615
69,200.018
70,200.181
71,200.364
72,201.055
73,201.155
74,201.302
75,201.423
76,201.756
77,202.030
78,202.438
79,202.566
80,202.888
81,203.788
82,322.511
83,331.404
84,347.068
85,362.792
86,377.037
87,393.308
88,435.035
89,512.620
90,650.677
91,683.815
92,713.356
93,750.185
94,764.464
95,780.052
96,817.176
97,837.802
98,856.718
99,870.824
100,879.924
