Percentage served,Time in ms
0,5.373
1,5.408
2,5.457
3,8.085
4,12.063
5,16.578
6,21.463
7,27.260
8,32.973
9,38.102
10,39.541
11,41.162
12,43.062
13,44.814
14,46.774
15,48.190
16,49.721
17,50.852
18,51.597
19,52.283
20,52.971
21,53.780
22,54.488
23,55.137
24,55.850
25,56.517
26,57.648
27,58.685
28,59.249
29,59.824
30,60.434
31,61.094
32,61.884
33,62.730
34,63.454
35,64.080
36,64.738
37,65.130
38,65.250
39,65.513
40,65.710
41,65.722
42,65.760
43,65.776
44,65.791
45,65.803
46,65.822
47,65.843
48,65.878
49,65.888
50,65.902
51,65.945
52,66.009
53,66.041
54,66.057
55,66.073
56,66.145
57,66.232
58,66.539
59,66.717
60,66.821
61,66.888
62,66.901
63,66.920
64,66.962
65,67.006
66,67.051
67,67.110
68,67.338
69,67.527
70,67.669
71,67.733
72,67.801
73,67.846
74,67.911
75,67.998
76,68.091
77,68.225
78,68.399
79,68.694
80,68.722
81,68.793
82,68.930
83,68.987
84,69.153
85,69.182
86,69.228
87,69.328
88,69.436
89,69.528
90,69.600
91,69.638
92,69.707
93,69.765
94,70.137
95,71.001
96,251.227
97,265.083
98,425.349
99,426.414
100,426.950
