Percentage served,Time in ms
0,5.239
1,18.866
2,45.958
3,54.593
4,63.675
5,70.703
6,74.698
7,76.008
8,76.360
9,76.515
10,76.768
11,77.227
12,77.398
13,77.608
14,77.794
15,78.338
16,78.470
17,78.550
18,78.636
19,78.706
20,78.759
21,78.814
22,78.864
23,78.896
24,78.933
25,78.968
26,79.032
27,79.186
28,79.335
29,79.423
30,79.504
31,79.573
32,79.656
33,79.708
34,79.739
35,79.759
36,79.775
37,79.789
38,79.832
39,79.872
40,80.007
41,80.061
42,80.146
43,80.259
44,80.290
45,80.330
46,80.386
47,80.432
48,80.487
49,80.517
50,80.545
51,80.580
52,80.600
53,80.613
54,80.624
55,80.635
56,80.644
57,80.661
58,80.682
59,80.732
60,80.771
61,80.796
62,80.816
63,80.845
64,80.888
65,80.940
66,81.026
67,81.130
68,81.274
69,81.462
70,81.607
71,81.873
72,82.013
73,82.083
74,82.167
75,82.261
76,82.315
77,82.384
78,82.438
79,82.547
80,82.739
81,82.924
82,83.203
83,83.651
84,84.097
85,84.219
86,84.454
87,84.662
88,84.901
89,85.399
90,85.720
91,86.077
92,86.250
93,87.157
94,263.413
95,325.247
96,520.347
97,571.104
98,765.600
99,785.431
100,1478.331
